car_name,brand,car_model,registration,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Honda Vezel S package 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,Octane,1500,36000,2230000
Honda Civic Black- 2018,Honda,Civic,2022,2018,Automatic,Saloon,Octane,1500,84652,4100000
Toyota Fielder G. limited 2010,Toyota,Fielder,2013,2010,Automatic,Estate,Octane,1500,69000,1430000
Toyota Noah X 2011,Toyota,Noah,2013,2011,Automatic,MPV,"CNG, Octane",2000,94585,2279400
BMW 5 Series 2009,BMW,5 Series,2012,2009,Automatic,Saloon,Diesel,2000,38000,3190000
Toyota Probox 2004,Toyota,Probox,2005,2004,Automatic,Estate,"CNG, Octane",1500,75000,690200
Toyota Premio F Ex 2016,Toyota,Premio,2018,2016,Automatic,Saloon,Octane,1500,36217,3171200
Toyota Allion G 2016,Toyota,Allion,2020,2016,Automatic,Saloon,"Petrol, Octane",1500,8973,3156800
Toyota Axio 2013,Toyota,Axio,2017,2013,Automatic,Saloon,"Hybrid, Octane",1500,29550,1687800
Nissan Bluebird Sylphy 2006,Nissan,Bluebird,2009,2006,Automatic,Saloon,Octane,1500,63842,1325000
Toyota Corolla X 2006,Toyota,Corolla,2009,2006,Automatic,Saloon,"CNG, Octane",1500,70305,1270200
Toyota Starlet r 1995,Toyota,Starlet,1999,1995,Automatic,Hatchback,Octane,1500,143220,522000
Nissan Bluebird 2006,Nissan,Bluebird,2009,2006,Automatic,Saloon,"CNG, Octane",1600,9000,645000
Toyota Belta 2006,Toyota,Belta,2010,2006,Automatic,Saloon,Oil,1300,65000,1125200
Toyota Axio X 2012,Toyota,Axio,2019,2012,Automatic,Saloon,"Petrol, Octane",1500,55000,1595000
Toyota Prado TX 2015,Toyota,Prado,2017,2015,Automatic,SUV / 4x4,"Petrol, Octane",2700,33016,10382000
Toyota Corolla 2004,Toyota,Corolla,2008,2004,Automatic,Saloon,"CNG, Octane",1331,68425,1107800
Nissan Sunny 2003,Nissan,Sunny,2006,2003,Automatic,Saloon,Octane,1300,89000,568400
Toyota Hiace kds 2004,Toyota,Hiace,2007,2004,Automatic,MPV,Diesel,2500,200000,1334000
Toyota Prado TX Limited 2014,Toyota,Prado,2017,2014,Automatic,SUV / 4x4,Octane,2700,48200,9799000
Toyota Harrier 2015,Toyota,Harrier,2017,2015,Automatic,SUV / 4x4,Octane,2000,45000,6380000
Nissan Carryboy 2005,Nissan,Carryboy,2008,2005,Automatic,SUV / 4x4,Diesel,2389,85000,1038200
Hyundai Tucson 2011,Hyundai,Tucson,2013,2011,Automatic,SUV / 4x4,Octane,2000,55000,2146000
Mitsubishi Noah 1996,Mitsubishi,Noah,2001,1996,Manual,MPV,Diesel,2000,100000,232000
Toyota Carina ED 1993,Toyota,Carina,1994,1993,Automatic,Saloon,"CNG, Octane",1900,120000,266800
Nissan Bluebird black colour 2008,Nissan,Bluebird,2011,2008,Automatic,Saloon,Octane,1496,48000,1150000
Toyota Allion A15 Push 2013,Toyota,Allion,2016,2013,Automatic,Saloon,Octane,1500,48000,2395000
Haval H2 2016,Haval,H2,2018,2016,Automatic,SUV / 4x4,Octane,1500,55000,2610000
Nissan Carryboy 2004,Nissan,Carryboy,2009,2004,Manual,SUV / 4x4,"CNG, Octane",2400,150000,986000
Toyota Premio FL 2017,Toyota,Premio,2018,2017,Automatic,Saloon,Petrol,1500,42556,3398800
Toyota Corolla x package car 2004,Toyota,Corolla,2008,2004,Automatic,Saloon,"CNG, Octane",1500,80000,1145000
Nissan X-Trail 2017,Nissan,X-Trail,2019,2017,Automatic,SUV / 4x4,Hybrid,2000,57000,5138800
Toyota Noah AMBULANCE 2016,Toyota,Noah,2018,2016,Automatic,MPV,Petrol,1500,55000,2976000
Toyota Fielder G 2015,Toyota,Fielder,2017,2015,Automatic,Estate,Hybrid,1500,86000,2006800
Toyota Probox GL 2003,Toyota,Probox,2007,2003,Automatic,Estate,"CNG, Octane",1300,84000,661200
Toyota Raum 2009,Toyota,Raum,2018,2015,Automatic,Hatchback,"CNG, Octane",1500,75000,1206400
Toyota Noah 2016,Toyota,Noah,2018,2016,Automatic,MPV,"Hybrid, Octane",1800,34560,2958000
Toyota Avanza G 2010,Toyota,Avanza,2013,2010,Automatic,Hatchback,"CNG, Octane",1500,68452,1490600
Toyota Hiace DX 2004,Toyota,Hiace,2006,2004,Automatic,MPV,"Petrol, CNG",2000,90000,754000
BMW 3 Series 2003,BMW,3 Series,2003,2003,Automatic,Saloon,Octane,2000,51000,1550000
Toyota C-HR G 2017,Toyota,C-HR,2022,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,34917,3816400
Toyota Premio F 2005,Toyota,Premio,2018,2013,Automatic,Saloon,"Octane, LPG",1500,95214,2350000
Toyota Premio F Ex 2016,Toyota,Premio,2018,2016,Automatic,Saloon,Octane,1500,39000,3155200
Toyota Prius 2016,Toyota,Prius,2019,2016,Automatic,Hatchback,"Hybrid, Octane",1800,100000,3074000
Mitsubishi Lancer EX 2009,Mitsubishi,Lancer,2009,2009,Automatic,Saloon,Octane,1500,60000,1630000
Toyota Noah SUNROOF & MOONROOF 2003,Toyota,Noah,2006,2003,Automatic,MPV,"CNG, Octane",2000,45214,1290000
Toyota Corolla X 2005,Toyota,Corolla,2010,2005,Automatic,Saloon,"CNG, Octane",1500,130000,1160000
Toyota Hiace super fresh 2001,Toyota,Hiace,2004,2001,Automatic,MPV,Diesel,2000,74452,922200
Toyota Harrier 2016,Toyota,Harrier,2019,2016,Automatic,SUV / 4x4,"Petrol, Octane",2000,22300,7654840
Toyota Noah GI 2017,Toyota,Noah,2018,2017,Automatic,MPV,"Petrol, Hybrid, Octane",2000,26000,4286200
Audi Q5 Quottro 2011,Audi,Q5,2011,2011,Automatic,SUV / 4x4,"Petrol, Octane",2000,21245,6380000
Toyota Hiace GL 2017,Toyota,Hiace,2020,2017,Automatic,MPV,"Petrol, Octane",2000,90194,3920798.84
Toyota Noah g edition 2005,Toyota,Noah,2006,2005,Automatic,MPV,"CNG, Octane",2000,52345,1542800
Toyota Harrier 2013,Toyota,Harrier,2016,2013,Automatic,SUV / 4x4,"Petrol, Octane",2000,28456,5220000
Toyota Prius ALPHA 2016,Toyota,Prius,2017,2016,Automatic,Hatchback,Hybrid,1800,39000,3596000
Nissan Bluebird sylphy 2013,Nissan,Bluebird,2014,2013,Automatic,Saloon,Octane,1600,37000,1580000
Toyota Allion A15 G+ 2010,Toyota,Allion,2013,2010,Automatic,Saloon,"CNG, Octane",1500,55056,2024200
Toyota Allion G 2017,Toyota,Allion,2019,2017,Automatic,Saloon,Octane,1500,14500,3338000
Toyota Axio 2016,Toyota,Axio,2019,2016,Automatic,Saloon,Octane,1500,80000,2200000
"Toyota Axio ""G"" Push Start 2009",Toyota,Axio,2014,2009,Automatic,Saloon,"CNG, Octane",1500,159000,1490000
Toyota Hiace 2016,Toyota,Hiace,2019,2016,Automatic,MPV,"Petrol, Octane",2000,88515,2926000
Toyota Cressida 1983,Toyota,Cressida,1987,1983,Manual,Saloon,"CNG, Octane",2000,122000,301600
Nissan Terrano 2001,Nissan,Terrano,2003,2001,Manual,SUV / 4x4,Diesel,2700,81000,1380400
Mitsubishi Lancer GLX 2006,Mitsubishi,Lancer,2007,2006,Automatic,Saloon,Octane,1600,87000,800000
Toyota Noah X HID LTD 2013,Toyota,Noah,2014,2013,Automatic,MPV,"CNG, Octane",1996,62500,2627400
Toyota Noah X Smart 2012,Toyota,Noah,2015,2012,Automatic,MPV,"CNG, Octane",1500,55314,2350000
Toyota Axio 2007,Toyota,Axio,2009,2007,Automatic,Saloon,"CNG, Octane",1500,76000,1107800
Mercedes-Benz E 250 2011,Mercedes-Benz,E 250,2013,2011,Automatic,Saloon,"Petrol, Octane",1800,29000,5742000
Toyota RAV4 RAV 4 2005,Toyota,RAV4,2007,2005,Automatic,SUV / 4x4,Octane,1800,76200,1815400
Honda Civic EXI 2004,Honda,Civic,2006,2004,Automatic,Saloon,Octane,1500,96000,835000
Toyota Fielder X 2005,Toyota,Fielder,2007,2005,Automatic,Estate,"CNG, Octane",1500,59700,1194800
Toyota Axio 2016,Toyota,Axio,2018,2016,Automatic,Saloon,"Hybrid, Octane",1500,131000,2122794.2
Toyota Corolla 111 1996,Toyota,Corolla,1997,1996,Automatic,Saloon,"CNG, Octane",1331,40000,423400
Suzuki Alto Ex 2011,Suzuki,Alto,2014,2011,Automatic,Hatchback,Octane,660,23500,684400
Nissan Sunny 2003,Nissan,Sunny,2006,2003,Automatic,Saloon,"Octane, LPG",1500,65000,777200
Mitsubishi Lancer EX.GLS 2015,Mitsubishi,Lancer,2015,2015,Automatic,Saloon,"Octane, LPG",1500,58000,1580000
Toyota Rush g 2007,Toyota,Rush,2009,2007,Automatic,SUV / 4x4,Octane,1500,57650,1450000
Toyota Harrier 2013,Toyota,Harrier,2015,2013,Automatic,SUV / 4x4,"Petrol, Octane",2000,44231,4756000
Mitsubishi Lancer 2010,Mitsubishi,Lancer,2010,2010,Automatic,Saloon,"Octane, LPG",2000,95000,2200000
Toyota Corolla xe salon 1999,Toyota,Corolla,2005,1999,Automatic,Saloon,"CNG, Octane",1331,87965,562600
Audi Q5 Quottro 2011,Audi,Q5,2014,2013,Automatic,SUV / 4x4,"Petrol, Octane",2000,98000,6280000
Suzuki Alto Ex 2011,Suzuki,Alto,2014,2011,Automatic,Hatchback,Octane,660,23500,684400
Toyota Axio X 2014,Toyota,Axio,2018,2014,Automatic,Saloon,"CNG, Octane",1500,42000,1067200
Toyota Vitz 2011,Toyota,Vitz,2013,2011,Automatic,Hatchback,Octane,1300,86000,1073000
Toyota Noah 2016,Toyota,Noah,2017,2016,Automatic,MPV,"Hybrid, Octane",1800,38450,2792800
Toyota Carina my road 1991,Toyota,Carina,1997,1991,Automatic,Saloon,"CNG, Octane",1500,100000,156600
Honda Civic Japanese variant 2017,Honda,Civic,2022,2017,Automatic,Saloon,Octane,1500,32000,3590000
Toyota Fielder X 2016,Toyota,Fielder,2018,2016,Automatic,Estate,"Petrol, Hybrid, Octane",1500,36520,1972000
Toyota Noah GL 2006,Toyota,Noah,2008,2006,Automatic,MPV,"Petrol, CNG",1800,95000,1380400
Toyota Noah white 2004,Toyota,Noah,2007,2004,Automatic,MPV,"CNG, Octane",2000,89000,850000
Toyota ist 2004,Toyota,ist,2009,2005,Automatic,Hatchback,"CNG, Octane",1300,73000,812000
Toyota Noah white 2004,Toyota,Noah,2007,2004,Automatic,MPV,"CNG, Octane",2000,89000,850000
Toyota Corolla X 2005,Toyota,Corolla,2010,2005,Automatic,Saloon,"CNG, Octane",1500,121000,1230000
"Toyota Hiace SUPER GL, PUSH 2020",Toyota,Hiace,2023,2020,Automatic,MPV,Octane,2000,61000,3980000
Honda Civic Sensing 2018,Honda,Civic,2022,2018,Automatic,Saloon,Octane,1500,40000,3850000
Toyota Premio F 2006,Toyota,Premio,2012,2006,Automatic,Saloon,Octane,1500,115000,1555000
Toyota Corona 1994,Toyota,Corona,1996,1994,Automatic,Saloon,"CNG, Octane",1500,95000,458200
Honda Civic 2016,Honda,Civic,2018,2016,Automatic,Saloon,Octane,1500,27000,3445200
Hyundai H1 2012,Hyundai,H1,2015,2012,Automatic,MPV,Diesel,2400,65432,2030000
Toyota Harrier 2017,Toyota,Harrier,2020,2017,Automatic,SUV / 4x4,Hybrid,2000,33000,8410000
Nissan X-Trail G 2012,Nissan,X-Trail,2014,2012,Automatic,SUV / 4x4,Octane,2000,33000,2714400
Suzuki Swift 2017,Suzuki,Swift,2019,2017,Manual,Hatchback,Octane,1300,26000,986000
Toyota Premio FL 2016,Toyota,Premio,2020,2016,Automatic,Saloon,Octane,1500,77189,3306000
Toyota Starlet 1995,Toyota,Starlet,1999,1998,Automatic,Hatchback,"CNG, Octane",1500,96000,324800
Toyota Allion G 2002,Toyota,Allion,2005,2002,Automatic,Saloon,"Petrol, Octane",1500,85271,1235400
Toyota Axio X 2016,Toyota,Axio,2020,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,40943,2204000
Toyota Axio 2016,Toyota,Axio,2019,2016,Automatic,Saloon,"Hybrid, Octane",1500,29704,1879200
Nissan X-Trail 2016,Nissan,X-Trail,2018,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,90700,4292000
Toyota Noah kr 42 2006,Toyota,Noah,2006,2006,Automatic,MPV,"CNG, Octane",1800,53423,1368800
Toyota Corolla X New Shape 2005,Toyota,Corolla,2005,2005,Automatic,Saloon,"CNG, Octane",1500,138000,1160000
Toyota Axio 2014,Toyota,Axio,2018,2014,Automatic,Saloon,"Hybrid, Octane",1500,41000,1786000
Toyota RAV4 1095000 2000,Toyota,RAV4,2003,2000,Automatic,SUV / 4x4,"Octane, LPG",1800,81500,1150000
Daihatsu Rocky 1992,Daihatsu,Rocky,1994,1992,Manual,SUV,Diesel,2600,77000,272600
Toyota Fielder G Hybrid Push 2018,Toyota,Fielder,2019,2018,Automatic,Estate,Octane,1500,108000,2280000
Toyota Allion LPG 2008,Toyota,Allion,2010,2008,Automatic,Saloon,"Electric, LPG",1500,70201,1780000
Toyota Harrier 2016,Toyota,Harrier,2019,2016,Automatic,SUV / 4x4,"Petrol, Octane",2000,22596,7712840
Toyota C-HR G LED 2017,Toyota,C-HR,2020,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,18225,3596000
Honda Civic 2017,Honda,Civic,2019,2017,Automatic,Saloon,Octane,1500,17000,3706200
Toyota Vitz 2010,Toyota,Vitz,2013,2010,Automatic,Hatchback,Octane,1000,56192,1009200
Toyota Corolla 1997,Toyota,Corolla,2000,1997,Automatic,Saloon,"CNG, Octane",1300,180000,600000
Toyota Noah 2005,Toyota,Noah,2005,2005,Automatic,MPV,CNG,1998,219630,1392000
Toyota RunX 2004,Toyota,RunX,2007,2004,Automatic,Hatchback,Octane,1500,80000,1020800
Toyota Hiace Ambulance 2013,Toyota,Hiace,2017,2013,Automatic,MPV,"CNG, Octane",2000,65000,1044000
Toyota Corolla AE110 1996,Toyota,Corolla,1999,1996,Automatic,Saloon,"Petrol, LPG",1500,89000,440800
Toyota Corolla 2004,Toyota,Corolla,2008,2004,Automatic,Saloon,"CNG, Octane",1500,85000,1270200
Toyota Axio 2016,Toyota,Axio,2019,2016,Automatic,Saloon,"Hybrid, Octane",1500,31804,1879200
Toyota Corolla 2005,Toyota,Corolla,2007,2005,Automatic,Saloon,"Petrol, CNG",1500,25000,1102000
BMW 5 Series Premium Edition V8 2012,BMW,5 Series,2013,2012,Automatic,Saloon,Octane,2000,23000,5700000
Toyota Corolla 2004,Toyota,Corolla,2007,2004,Automatic,Saloon,"CNG, Octane",1500,68000,1119400
Toyota RAV4 1995,Toyota,RAV4,2000,1995,Automatic,SUV / 4x4,"CNG, Octane",2000,100000,480000
Toyota Allion G 2017,Toyota,Allion,2018,2017,Automatic,Saloon,"Petrol, Octane",1500,7100,3410400
Toyota Hundred St. Wagon 1996,Toyota,Wagon,2000,1996,Automatic,Estate,"CNG, Octane",1331,120000,406000
Mitsubishi Lancer GLX 2011,Mitsubishi,Lancer,2011,2011,Automatic,Saloon,Octane,1300,55137,1100000
Toyota Noah G 2016,Toyota,Noah,2020,2016,Automatic,MPV,"Petrol, Octane",2000,77000,2880000
Mitsubishi RVR 2010,Mitsubishi,RVR,2012,2010,Automatic,SUV / 4x4,Octane,1800,35000,2146000
Honda Vezel RS Packege 2018,Honda,Vezel,2022,2018,Automatic,SUV / 4x4,"Hybrid, Octane",1500,47048,3190000
Toyota Corolla xe saloon 1997,Toyota,Corolla,2000,1997,Automatic,Saloon,"Petrol, CNG, Octane",1500,95865,632200
Toyota Hilux Surf 1995,Toyota,Hilux,1999,1995,Automatic,SUV / 4x4,"Petrol, Octane",2000,105000,1044000
Honda Vezel 2014,Honda,Vezel,2015,2014,Automatic,SUV / 4x4,Octane,1500,76000,2200000
Honda CR-V EX 2021,Honda,CR-V,2022,2021,Automatic,SUV / 4x4,Octane,1500,325,6948400
Toyota Premio F 2010,Toyota,Premio,2011,2010,Automatic,Saloon,Octane,1500,112000,2080000
Toyota Kluger 2002,Toyota,Kluger,2004,2002,Automatic,SUV / 4x4,"Petrol, CNG, Octane",2400,62000,1682000
Toyota C-HR G 2017,Toyota,C-HR,2019,2017,Automatic,SUV / 4x4,Hybrid,1800,48000,3654000
Toyota Fielder x 2003,Toyota,Fielder,2009,2003,Automatic,Estate,"CNG, Octane",1500,89539,920000
Toyota Prius Alpha 7 Seatter 2019,Toyota,Prius,2020,2019,Automatic,Hatchback,"Hybrid, Octane",1800,31000,3380000
Toyota Corolla FIELDER 2015,Toyota,Corolla,2019,2015,Automatic,Estate,"Hybrid, Octane",1500,34333,2169200
Honda Vezel RS Pacag Octan Drive 2016,Honda,Vezel,2016,2016,Automatic,Estate,Octane,1500,52314,2375000
Nissan X-Trail NT32 2016,Nissan,X-Trail,2019,2016,Automatic,SUV / 4x4,Octane,2000,67000,5394000
Toyota Allion G 2006,Toyota,Allion,2009,2006,Automatic,Saloon,Octane,1500,69854,1442800
Toyota Premio F 2016,Toyota,Premio,2021,2016,Automatic,Saloon,"CNG, Octane",1500,38000,3054000
Toyota Premio F 2005,Toyota,Premio,2016,2013,Automatic,Saloon,Octane,1500,65000,2331000
Toyota Allion G 2017,Toyota,Allion,2022,2017,Automatic,Saloon,"Petrol, Octane",1500,27165,3306000
Toyota Allion G 2017,Toyota,Allion,2019,2017,Automatic,Saloon,"Petrol, Octane",1500,32891,3204800
Toyota Corolla X LTD 2003,Toyota,Corolla,2005,2003,Automatic,Saloon,"Petrol, CNG, Octane",1500,122850,991800
Nissan Cefiro 2006,Nissan,Cefiro,2008,2006,Automatic,Saloon,"Petrol, Octane",2000,2400,1218000
Mitsubishi Lancer Ex sports car 2010,Mitsubishi,Lancer,2011,2010,Automatic,Saloon,Octane,1500,45000,1455000
Toyota Premio F 2010,Toyota,Premio,2012,2010,Automatic,Saloon,Octane,1500,83000,2200000
Toyota Premio FL 2018,Toyota,Premio,2020,2018,Automatic,Saloon,Octane,1500,23000,3804800
Toyota Rush G 2008,Toyota,Rush,2012,2008,Automatic,SUV / 4x4,"Petrol, CNG, Octane",1500,54146,1218000
Toyota Axio 2010,Toyota,Axio,2012,2010,Automatic,Saloon,Octane,1500,62425,1479000
Toyota Probox 2003,Toyota,Probox,2004,2003,Automatic,Estate,"CNG, Octane",1500,68425,783000
Toyota Axio 2008,Toyota,Axio,2012,2008,Automatic,Saloon,"CNG, Octane",1500,69536,1363000
Honda Civic Turbo / Sunroof 2018,Honda,Civic,2018,2018,Automatic,Saloon,Octane,1500,45737,3750000
Toyota Noah X 2004,Toyota,Noah,2010,2004,Automatic,MPV,"CNG, Octane",2000,189256,1480000
Audi Q5 Quottro 2011,Audi,Q5,2009,2009,Automatic,SUV / 4x4,"Petrol, Octane",2000,65000,6180000
Toyota Axio 2014,Toyota,Axio,2016,2014,Automatic,Saloon,"Petrol, Octane",1500,36000,1737680
Toyota Succeed . 2004,Toyota,Succeed,2008,2004,Automatic,Estate,"CNG, Octane",1500,155000,680000
Honda Grace 2016,Honda,Grace,2018,2016,Automatic,Saloon,"Hybrid, Octane",1500,34182,1914000
Toyota ist G Edition 2003,Toyota,ist,2004,2003,Automatic,Hatchback,"CNG, Octane",1500,63256,1026600
Toyota Noah X 2005,Toyota,Noah,2008,2005,Automatic,MPV,"CNG, Octane",2000,68700,1496400
Toyota Probox 2005,Toyota,Probox,2010,2009,Automatic,Estate,"CNG, Octane",1500,178000,777200
Toyota Axio G 2012,Toyota,Axio,2017,2012,Automatic,Saloon,"CNG, Octane",1500,98000,1542800
Toyota Axio 2015,Toyota,Axio,2018,2015,Automatic,Saloon,"Hybrid, Octane",1500,37091,1763200
Toyota Premio F-EX 2017,Toyota,Premio,2018,2017,Automatic,Saloon,"CNG, Octane",1500,65000,3444000
Honda CR-V 2012,Honda,CR-V,2014,2012,Automatic,SUV / 4x4,"Petrol, Octane",2000,44428,3422000
Toyota Corolla AE110 1993,Toyota,Corolla,1998,1993,Automatic,Saloon,"CNG, Octane",1500,195000,574200
Nissan Tiida 2004,Nissan,Tiida,2008,2004,Automatic,Hatchback,Octane,1500,65000,997600
Toyota Corolla X 2005,Toyota,Corolla,2009,2005,Automatic,Saloon,"CNG, Octane",1500,60000,1295000
Toyota Carina T.I 1997,Toyota,Carina,2002,1997,Automatic,Saloon,"CNG, Octane",1500,78000,736600
Toyota Allion G 2013,Toyota,Allion,2015,2013,Automatic,Saloon,Octane,1500,61000,2262000
Toyota Noah X 2005,Toyota,Noah,2006,2005,Automatic,MPV,"CNG, Octane",2000,38125,1484800
Toyota Corolla x 2004,Toyota,Corolla,2007,2004,Automatic,Saloon,Octane,1500,60000,1099680
Honda CR-V 2020,Honda,CR-V,2023,2020,Automatic,SUV / 4x4,"Petrol, Octane",1500,509,7192000
Toyota Hiace 2016,Toyota,Hiace,2018,2016,Automatic,MPV,Octane,2000,90000,3735200
Toyota Axio 2014,Toyota,Axio,2016,2014,Automatic,Saloon,"Hybrid, Octane",1500,81304,1728400
Toyota Allion G PUSH HID 2009,Toyota,Allion,2010,2009,Automatic,Saloon,"CNG, Octane",1500,89600,1838600
Toyota Premio 2011,Toyota,Premio,2016,2011,Automatic,Saloon,"CNG, Octane",1500,62000,2227200
Mitsubishi Lancer 2004,Mitsubishi,Lancer,2004,2004,Automatic,Saloon,Octane,1600,160000,650000
Toyota Premio F 2010,Toyota,Premio,2014,2010,Automatic,Saloon,Octane,1500,65000,2190000
Mitsubishi Lancer . 2011,Mitsubishi,Lancer,2011,2011,Automatic,Saloon,"Octane, LPG",1500,112000,1100000
Toyota Allion G PLUS 2016,Toyota,Allion,2018,2016,Automatic,Saloon,Petrol,1500,33000,3184400
Toyota Noah X ONLY OCTEN 2010,Toyota,Noah,2013,2010,Automatic,MPV,Octane,2000,82000,2145000
Toyota Premio FL 2017,Toyota,Premio,2020,2017,Automatic,Saloon,"Petrol, Octane",1500,52552,3324800
Toyota Alphard 2015,Toyota,Alphard,2017,2015,Automatic,MPV,"Hybrid, Octane",2500,37856,9976000
Toyota Hiace GL 2016,Toyota,Hiace,2017,2016,Automatic,MPV,"Petrol, Octane",2000,43108,3422000
Toyota Prado Sunroof Leather Seat 2015,Toyota,Prado,2017,2015,Automatic,SUV / 4x4,Octane,2700,39368,10600000
Toyota Axio X 2011,Toyota,Axio,2015,2011,Automatic,Saloon,"CNG, Octane",1500,113014,1455800
Mitsubishi Lancer Ex 2016,Mitsubishi,Lancer,2017,2016,Automatic,Saloon,"Petrol, Octane",1500,30000,2100000
Nissan Bluebird white 2004,Nissan,Bluebird,2009,2004,Automatic,Saloon,Octane,1500,89000,650000
Nissan Juke G 2010,Nissan,Juke,2012,2010,Automatic,SUV / 4x4,Octane,1500,18404,1716800
Mitsubishi V6 1997,Mitsubishi,V6,2002,1997,Automatic,SUV / 4x4,"CNG, Octane",3500,148000,1502200
Toyota Probox GL 2012,Toyota,Probox,2014,2012,Automatic,Saloon,"CNG, Octane",1500,42000,1032400
Audi Q5 Quottro 2011,Audi,Q5,2009,2009,Automatic,SUV / 4x4,"Petrol, Octane",2000,87000,6376000
Toyota Fielder G 2016,Toyota,Fielder,2017,2016,Automatic,Estate,"Petrol, Hybrid, Octane",1500,33250,2088000
Mitsubishi Lancer GLX 2006,Mitsubishi,Lancer,2009,2006,Automatic,Saloon,LPG,1500,105000,875800
Toyota Premio FL 2017,Toyota,Premio,2018,2017,Automatic,Saloon,Octane,1500,10890,3456800
BMW 328i . 1995,BMW,328i,2001,1995,Automatic,Saloon,"CNG, Octane",1500,89500,1130000
Nissan Sunny 2003,Nissan,Sunny,2005,2003,Automatic,Saloon,"Octane, CNG",1300,220000,498800
Kia Sportage 2012,Kia,Sportage,2012,2012,Automatic,SUV / 4x4,"Octane, CNG",2000,25832,2378000
Toyota Corolla AE100 1992,Toyota,Corolla,1995,1992,Automatic,Saloon,"Petrol, CNG",1500,95000,406000
Suzuki 1200 2011,Suzuki,Suzuki 1200,2014,2011,Manual,MPV,Octane,1200,89652,603200
Toyota Noah X Smart 2012,Toyota,Noah,2018,2012,Automatic,MPV,"CNG, Octane",2000,54326,2350000
Toyota Succeed . 2004,Toyota,Succeed,2008,2004,Automatic,Estate,"CNG, Octane",1500,155000,680000
Toyota Corolla EE 90 1990,Toyota,Corolla,1990,1990,Manual,Saloon,"CNG, Octane",1500,274000,185600
Toyota Fielder Axio 2008,Toyota,Fielder,2010,2008,Automatic,Estate,"Petrol, CNG, Octane",1500,111000,1252800
Toyota Probox dx 2003,Toyota,Probox,2004,2003,Manual,Estate,"Petrol, CNG, Octane",1500,240000,522643.8
Honda Grace 2014,Honda,Grace,2015,2014,Automatic,Saloon,Hybrid,1500,35000,2319998.84
Toyota C-HR 2017,Toyota,C-HR,2019,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,34563,3190000
Toyota Axio X 2016,Toyota,Axio,2022,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,32000,2169200
Toyota Premio G Superior 2008,Toyota,Premio,2012,2008,Automatic,Saloon,Octane,1500,73000,2050000
Honda Vezel 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,45100,2204000
Toyota Avanza 2016,Toyota,Avanza,2019,2016,Automatic,Hatchback,"CNG, Octane",1500,13072,2772400
Honda Vezel Z-HYBRID 2018,Honda,Vezel,2022,2018,Automatic,SUV / 4x4,"Hybrid, Octane",1500,36514,3169000
Maruti Suzuki Alto 2002,Maruti Suzuki,Alto 800,2004,2002,Manual,Hatchback,Octane,800,57000,208800
Toyota Premio F 2016,Toyota,Premio,2020,2016,Automatic,Saloon,Octane,1500,76000,3076000
Toyota Harrier 2015,Toyota,Harrier,2018,2015,Automatic,SUV / 4x4,"Petrol, Octane",2000,36058,6380000
Toyota Noah KR42 2006,Toyota,Noah,2010,2006,Automatic,MPV,"CNG, Octane",1800,77000,1044000
Toyota Prado TX 2015,Toyota,Prado,2017,2015,Automatic,SUV / 4x4,"Petrol, Octane",2700,39056,10440000
Mitsubishi Lancer GLX 2006,Mitsubishi,Lancer,2006,2006,Automatic,Saloon,"Petrol, CNG, Octane",1500,30000,750000
Toyota Prado Tx LTD 2015,Toyota,Prado,2016,2015,Automatic,SUV / 4x4,"Petrol, Octane",2700,50000,10600000
Honda Vezel hybrid 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,62000,1770000
Toyota Axio 2007,Toyota,Axio,2011,2007,Automatic,Saloon,"CNG, Octane",1500,77275,1194800
Nissan X-Trail 2017,Nissan,X-Trail,2018,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,71500,4628400
Honda Grace 2018,Honda,Grace,2020,2018,Automatic,Saloon,"Hybrid, Octane",1500,25000,3074000
Toyota RAV4 2005,Toyota,RAV4,2007,2005,Automatic,SUV / 4x4,"Octane, LPG",2362,63000,1844400
Audi Q5 Quottro 2011,Audi,Q5,2013,2013,Automatic,SUV / 4x4,"Petrol, Octane",2000,34000,6380000
Toyota Premio FEX 2019,Toyota,Premio,2023,2019,Automatic,Saloon,"Petrol, Octane",1500,11295,4315200
Toyota Premio FL Limited 2002,Toyota,Premio,2023,2018,Automatic,Saloon,"CNG, Octane",1500,63000,3810800
Mitsubishi Lancer . 2011,Mitsubishi,Lancer,2011,2011,Automatic,Saloon,"Octane, LPG",1300,112000,1100000
Toyota Axio G 2010,Toyota,Axio,2012,2010,Automatic,Saloon,"CNG, Octane",1500,58000,1531200
Nissan Sunny 2006,Nissan,Sunny,2008,2006,Automatic,Saloon,"CNG, Octane",1300,650000,750000
